"Horizontal_mean_delta_l","Horizontal_mean_delta_r","Horizontal_mean_geschwindigkeit_l","Horizontal_mean_geschwindigkeit_r","Horizontal_mean_geschwindigkeit_m","Horizontal_max_delta_l","Horizontal_max_delta_r","Horizontal_max_geschwindigkeit_l","Horizontal_max_geschwindigkeit_r","Horizontal_max_geschwindigkeit_m","Horizontal_min_delta_l","Horizontal_min_delta_r","Horizontal_min_delta_m","Horizontal_min_geschwindigkeit_l","Horizontal_min_geschwindigkeit_r","Horizontal_min_geschwindigkeit_m","Horizontal_standardabweichung_delta_l","Horizontal_standardabweichung_geschwindigkeit_l","Horizontal_standardabweichung_geschwindigkeit_r","Horizontal_standardabweichung_geschwindigkeit_m","Horizontal_varianz_delta_l","Horizontal_varianz_geschwindigkeit_r","Horizontal_tendenz_l","Horizontal_tendenz_r","Horizontal_tendenz_m","Horizontal_Kovarianz_blick_x","Horizontal_Kovarianz_blick_y","Horizontal_links_verhaeltnis_x","Horizontal_rechts_verhaeltnis_x","Horizontal_sacc_m","Horizontal_sacc_rate_m","Horizontal_sacc_l","Liegende_8_langsam_mean_delta_l","Liegende_8_langsam_mean_geschwindigkeit_l","Liegende_8_langsam_mean_geschwindigkeit_r","Liegende_8_langsam_mean_geschwindigkeit_m","Liegende_8_langsam_max_delta_l","Liegende_8_langsam_max_delta_r","Liegende_8_langsam_max_geschwindigkeit_l","Liegende_8_langsam_max_geschwindigkeit_r","Liegende_8_langsam_max_geschwindigkeit_m","Liegende_8_langsam_min_delta_l","Liegende_8_langsam_min_delta_r","Liegende_8_langsam_min_delta_m","Liegende_8_langsam_min_geschwindigkeit_l","Liegende_8_langsam_min_geschwindigkeit_r","Liegende_8_langsam_min_geschwindigkeit_m","Liegende_8_langsam_standardabweichung_delta_l","Liegende_8_langsam_standardabweichung_geschwindigkeit_l","Liegende_8_langsam_standardabweichung_geschwindigkeit_r","Liegende_8_langsam_standardabweichung_geschwindigkeit_m","Liegende_8_langsam_varianz_delta_l","Liegende_8_langsam_tendenz_l","Liegende_8_langsam_Kovarianz_blick_x","Liegende_8_langsam_Kovarianz_blick_y","Liegende_8_langsam_links_verhaeltnis_x","Liegende_8_langsam_rechts_verhaeltnis_x","Liegende_8_langsam_sacc_m","Liegende_8_langsam_sacc_rate_m","Liegende_8_langsam_sacc_l","Liegende_8_schnell_mean_delta_l","Liegende_8_schnell_mean_delta_r","Liegende_8_schnell_mean_geschwindigkeit_l","Liegende_8_schnell_mean_geschwindigkeit_r","Liegende_8_schnell_mean_geschwindigkeit_m","Liegende_8_schnell_max_delta_l","Liegende_8_schnell_max_delta_r","Liegende_8_schnell_max_delta_m","Liegende_8_schnell_max_geschwindigkeit_l","Liegende_8_schnell_max_geschwindigkeit_r","Liegende_8_schnell_max_geschwindigkeit_m","Liegende_8_schnell_min_delta_l","Liegende_8_schnell_min_delta_r","Liegende_8_schnell_min_delta_m","Liegende_8_schnell_min_geschwindigkeit_l","Liegende_8_schnell_min_geschwindigkeit_r","Liegende_8_schnell_min_geschwindigkeit_m","Liegende_8_schnell_standardabweichung_delta_l","Liegende_8_schnell_standardabweichung_geschwindigkeit_l","Liegende_8_schnell_standardabweichung_geschwindigkeit_r","Liegende_8_schnell_varianz_delta_l","Liegende_8_schnell_tendenz_l","Liegende_8_schnell_tendenz_r","Liegende_8_schnell_tendenz_m","Liegende_8_schnell_Kovarianz_blick_x","Liegende_8_schnell_Kovarianz_blick_y","Liegende_8_schnell_links_verhaeltnis_x","Liegende_8_schnell_rechts_verhaeltnis_x","Liegende_8_schnell_sacc_m","Liegende_8_schnell_sacc_l"
52.5093205872,46.5988786217,7.550611E-4,9.332835E-4,8.674424E-4,931.4121027375,995.1178355672,0.045204523,0.0857054481,0.0843820378,3.5228760305,1.314210706,0.9787275275,2.07328911027634E-5,9.057E-6,5.217E-6,104.4735603674,0.0024795567,0.0046361644,0.0045186938,10914.7248158393,2.1494E-5,-1.0,-1.0,-1.0,75600.7332491823,4231.5605610939,0.9832810867,0.9801462905,318.0,389.0,378.0,100.5887223175,0.0018019157,0.0019214658,0.0023858575,750.2734192304,834.6442540259,0.0911907552,0.0747876968,0.0967055384,0.450899295,1.828765285,0.9665210984,9.41262806666529E-6,1.03819065994914E-5,8.06429605075283E-6,117.8459867461,0.0074057817,0.0069898173,0.0092688987,13887.6765921573,-1.0,83929.4400300248,29900.2576254855,0.8972860125,0.8997912317,538.0,616.0,719.0,42.8268075989,44.2845482225,6.12856E-4,6.746738E-4,6.468985E-4,240.9044081231,219.0004914825,229.9166216281,0.0096439612,0.0408691819,0.0400425764,1.0241283388,1.1180473965,1.007002035,4.7835608079471E-6,6.5841105849849E-6,5.66146920516576E-6,43.5254596801,7.213525E-4,0.0014844573,1894.4656403657,-1.0,-1.0,-1.0,66575.1549587609,8890.2322851643,1.0,0.9989539749,536.0,550.0
34.5753445963,31.7107808055,5.364678E-4,4.883588E-4,4.924413E-4,209.8541023324,212.2374918342,0.0084699689,0.006630836,0.0071834062,2.6478759833,2.7280366589,1.9592763633,1.36047835003804E-5,1.98142347058645E-6,7.779E-6,29.378735234,5.953514E-4,5.155648E-4,5.449976E-4,863.1100839466,2.65807090495933E-7,-1.0,-1.0,-1.0,70625.5578468842,0.9716947702,1.0,1.0,286.0,392.0,301.0,21.9721806933,4.773747E-4,4.446542E-4,4.23281E-4,144.4168042665,156.3507415925,0.0723762712,0.0711868568,0.0717740306,0.7049447358,0.1585376009,0.1647788479,-5.03205502689388E-7,-5.54142055053657E-7,-5.1357598961316E-7,14.2728170415,0.0019989489,0.0019883166,0.0019913373,203.713306299,-1.0,70364.719810014,13290.3242100816,0.9958246347,0.9958246347,355.0,628.0,482.0,29.585129126,26.9500829137,7.409442E-4,6.929424E-4,7.023899E-4,108.3742354451,101.707984336,104.4092042702,0.0746445251,0.0590735358,0.0740262194,1.5564667403,0.7946133349,0.8728234399,1.70088003073446E-6,3.96387045017346E-6,2.06079309509349E-6,14.1655294109,0.0024453844,0.0019469597,200.6622234904,-1.0,-1.0,-1.0,69791.1668262339,12593.2125766853,0.9958202717,0.9979101358,657.0,634.0
44.8149194718,48.2902514212,0.0010121851,7.437556E-4,8.872822E-4,241.1655128365,232.0279257382,0.0824557168,0.0801625766,0.0813012201,1.7298354037,1.3050496312,2.0027770926,1.26917124044806E-5,1.94561821134815E-6,4.638E-6,39.9607236935,0.0052973562,0.0032164436,0.0046041287,1596.8594381079,1.03455096425271E-5,-1.0,-1.0,-1.0,78214.4892025536,4206.8118462223,0.9717868339,0.9811912226,331.0,389.0,405.0,52.1598363868,5.713376E-4,5.068305E-4,5.001127E-4,648.4806561175,625.8526359815,0.0850644558,0.0542983915,0.0850029423,1.0316473442,1.0949208196,1.0320629515,-2.96662217785125E-7,-3.73630163265297E-7,-2.87196304465856E-7,91.9556301875,0.003502557,0.0022142717,0.0029689312,8455.8379231742,-1.0,69157.9113268691,10463.9204332296,0.9841468502,0.9895702962,249.0,400.0,497.0,59.4099473792,55.5298593808,7.08501E-4,6.890441E-4,6.302276E-4,370.3625120563,244.2908273584,253.142391708,0.0595461778,0.0539810914,0.0433878032,1.2933878039,0.8838282326,1.1229793306,8.0366919579812E-6,1.2624E-5,1.10902513798797E-5,53.1605383101,0.0027058723,0.0023807348,2826.042833418,-1.0,-1.0,-1.0,67498.3412469208,8244.7654684387,0.9895506792,0.9937304075,424.0,465.0
239.1395869607,55.8838623541,0.0031740101,0.0013705871,0.0030664806,867.5279254274,301.5297965924,0.0693639092,0.0841017086,0.0695139188,9.5837762984,2.3014793527,25.0670539598,4.5322113337563E-5,5.14415606115207E-6,4.22021152104158E-5,166.6176635871,0.009909802,0.0065796713,0.010599215,27761.4458192221,4.32920739321214E-5,-1.0,-1.0,-1.0,-1227.5542663043,-6635.2800204578,0.6031413613,0.7884816754,265.0,407.0,394.0,167.1529136715,0.0024123903,0.0053091854,0.0055651315,1135.7984898343,764.703973819,0.1401171897,0.1156317627,0.1103062069,3.5614988601,7.0049367239,11.7851051658,8.68527829988747E-6,2.38048194440625E-5,1.55091576105774E-5,111.882409855,0.0097713082,0.014394578,0.0158305194,12517.6736349682,-1.0,97147.4106425971,17345.653112932,0.8047559449,0.7526074259,1128.0,1266.0,1420.0,235.6861052132,62.6758352283,0.0015255815,0.0013794098,0.001735165,546.8475140721,213.0917560789,285.0041208119,0.0589382423,0.0966686099,0.0984125066,17.4450906625,2.2157688405,6.3317123119,4.60534794974057E-6,3.96521952435478E-6,9.13853544721347E-7,103.6623973178,0.0046865352,0.0057768161,10745.8926176747,-1.0,-1.0,-1.0,79126.5007305678,14669.085380504,0.8317659352,0.9822361546,615.0,690.0
79.4181384339,83.5975335057,0.0010495353,0.001083877,0.0010316248,540.8643435472,621.9433169146,0.0728227087,0.0727085834,0.0727656391,1.0714900854,0.5466982736,1.046988,7.23165540629324E-6,5.38660533000495E-6,5.95850658930343E-6,110.1786955212,0.0048999246,0.0048152391,0.004902029,12139.3449467524,2.31865272711287E-5,-1.0,-1.0,-1.0,113091.383985289,21589.5178843008,0.9049111808,0.9070010449,252.0,270.0,328.0,32.9367636697,7.239718E-4,0.0039089539,0.0036902569,272.1110762125,268.6507971638,0.0741532829,0.095465449,0.0953904855,0.1484032897,0.1964839904,0.1152831231,-1.02376948216129E-6,-1.408736047042E-5,-1.40481087744173E-5,33.1496881944,0.0035323354,0.0122288669,0.012384916,1098.9018273844,-1.0,76170.1952723945,7266.5315920203,0.9908180301,0.7992487479,662.0,635.0,860.0,35.8224644108,33.1278374015,0.0011039845,0.0011346623,0.0011102486,137.1795743294,121.8332503786,129.2768273679,0.0836200499,0.0826573672,0.0831352663,2.1456914465,0.5017547851,2.2033122481,3.45915377256258E-6,4.88854081624365E-6,4.06228972254149E-6,18.3020963907,0.0051528099,0.0051562377,334.9667322934,-1.0,-1.0,-1.0,86678.6294460427,26094.3626972363,0.9425887265,0.9384133612,547.0,565.0
40.2538303729,45.3726630471,6.660268E-4,6.582301E-4,6.13945E-4,209.0814813925,197.2022664746,0.0568284824,0.0456606287,0.0457542943,1.3185704541,2.4727586009,3.4672586738,4.332E-6,4.17035787962962E-6,4.23786019538624E-6,34.2769988999,0.0023537327,0.0021049131,0.0020951249,1174.9126535853,4.4306592825434E-6,-1.0,-1.0,-1.0,78713.1878845569,4397.5995144084,0.9843260188,0.9791013584,349.0,413.0,445.0,34.0103669918,5.762828E-4,6.682255E-4,5.742534E-4,207.4913261672,216.7915341524,0.0700281361,0.0834948942,0.0837502524,0.396937765,0.9054098304,0.1396313775,-4.26066489426178E-7,-2.97586767384463E-7,-6.5546232499187E-8,30.279988906,0.0030042992,0.0032688834,0.0032298048,916.8777281495,-1.0,86197.686785782,19594.7463924088,0.969557965,0.9628857381,474.0,618.0,777.0,33.9622421524,53.2557166111,8.504746E-4,0.0015120242,0.0013890548,126.6526181701,318.7647926734,159.1394864882,0.0658760125,0.1191290251,0.1111947534,0.5551352427,1.8229961116,2.0383085296,2.25155742569559E-6,6.192E-6,4.20794521049572E-6,20.76792276,0.0029973629,0.0072501988,431.3066157635,-1.0,-1.0,-1.0,76675.1590300192,15696.5082263247,0.9853403141,0.9633507853,654.0,654.0
45.0889184516,43.929071468,5.891601E-4,6.661573E-4,6.083377E-4,598.3048394232,489.1250569033,0.0600840981,0.0947814934,0.0925150966,1.2907710681,0.9531752404,0.768199011,6.25647634826327E-6,2.9329E-5,1.36096286869101E-5,46.8693096044,0.0021921498,0.0032580453,0.0031825956,2196.7321827905,1.0614858917216E-5,-1.0,-1.0,-1.0,83392.5130099171,14687.0426819564,0.9425287356,0.9414838036,237.0,238.0,340.0,40.6059656184,8.948549E-4,8.69237E-4,8.312707E-4,1101.216554704,1201.772804285,0.1203409782,0.1104362717,0.1074175825,0.4812247123,0.5331940458,0.9200395046,-2.59343400627247E-7,-3.88905041102536E-7,-1.91118772532488E-7,99.2568585113,0.0055307706,0.0051752149,0.0050722044,9851.9239615256,-1.0,124125.502422204,55396.5601410276,0.7908141962,0.7908141962,241.0,382.0,325.0,35.7565147384,36.1969318485,8.885103E-4,9.881558E-4,9.430324E-4,142.6333302901,278.8065425924,189.4555002946,0.0996865766,0.1003639129,0.1000244507,0.9448541278,0.6790827437,0.6379297329,1.00074495053026E-5,1.24953047342796E-5,1.12608017077615E-5,23.6164434543,0.0044167303,0.0048534749,557.7364014288,-1.0,-1.0,-1.0,73189.8406196295,15290.4807005584,0.9853249476,0.9832285115,507.0,553.0
43.7952322406,39.3617483431,6.704741E-4,7.014934E-4,6.428484E-4,170.9651608147,377.9460261637,0.0532925116,0.0595119009,0.0525238705,3.0988491252,1.8350545,0.639963929,4.359091121031E-6,3.749E-6,4.02819402509655E-6,25.6083874945,0.0027501774,0.0030079547,0.0027262674,655.7895100679,9.04779123507355E-6,-1.0,-1.0,-1.0,77861.6646243555,6947.8694615241,0.967539267,0.9727748691,228.0,293.0,292.0,27.7697678109,9.181175E-4,9.604224E-4,9.474136E-4,415.2734210108,168.4908631825,0.085796925,0.094655955,0.0893657554,0.1822408901,0.0454679254,0.0995531855,-9.01E-7,-2.34910094157881E-7,-5.6E-7,31.7456545203,0.0054935728,0.005771501,0.0060056588,1007.7865809228,-1.0,81404.1749329755,23469.5196398504,0.9378130217,0.9361435726,370.0,546.0,563.0,35.2038439191,32.4047261707,6.123373E-4,6.205007E-4,5.99825E-4,108.8869616491,120.8013571985,113.8816927756,0.0062943601,0.0058008852,0.0060364729,0.71489285,1.4071343158,1.3853601759,5.65394956124297E-6,7.69151906030599E-6,6.65320722124365E-6,16.8705697022,5.12526E-4,5.261413E-4,284.6161220774,-1.0,-1.0,-1.0,70028.2534481017,9567.3764336647,1.0,1.0,545.0,554.0
95.7104814026,95.9463788274,9.392139E-4,8.665017E-4,9.007179E-4,757.4731998106,737.5458518863,0.057422179,0.0501883077,0.0584179765,1.3585038697,1.5331105912,4.2735863345,3.53360400000051E-6,2.11188256239977E-5,2.68363833202523E-6,166.5177559116,0.0032526721,0.0027567306,0.0033051886,27728.1630338195,7.59956361794638E-6,-1.0,-1.0,-1.0,95509.7284934085,10090.8829655059,0.9581589958,0.9728033473,306.0,371.0,305.0,18.0932410919,6.114501E-4,5.928573E-4,5.548119E-4,144.8384249815,169.2580976161,0.0651568721,0.0596394321,0.0591325008,0.668480986,0.2125527645,0.185003464,-1.82131082558501E-7,-2.4577228940364E-7,-1.05824344681482E-7,13.361217388,0.0031490911,0.0030758523,0.0030579286,178.5221300892,-1.0,79074.2448040634,19632.4653652227,0.9607679466,0.9699499165,383.0,662.0,550.0,25.1879100807,25.2435109489,7.49238E-4,7.167175E-4,7.115343E-4,105.3009258429,112.9625515815,108.2171895281,0.0407840844,0.0406749487,0.0408671094,0.8454744796,2.0563617893,0.2643345214,5.90519868418732E-6,6.98031157557475E-6,1.86725952475305E-6,13.7524875771,0.0018928295,0.0018516724,189.1309145582,-1.0,-1.0,-1.0,77046.736756566,15959.6760542975,0.980125523,0.9853556485,654.0,638.0
53.5867237524,57.3310074406,6.247247E-4,6.247586E-4,5.825809E-4,241.3703205174,295.1556026389,0.0510652904,0.0523575141,0.0517103589,1.0894673713,1.7182962225,1.5552044252,4.95656801331703E-6,7.10182163505105E-6,3.91617135003924E-6,51.6334986843,0.0018787482,0.0019732941,0.0019219594,2666.0181863833,3.89388958287344E-6,-1.0,-1.0,-1.0,66004.0027691022,2002.7920757605,0.9937172775,0.9926701571,274.0,368.0,327.0,32.4421117523,5.532141E-4,5.435214E-4,4.971842E-4,378.2045469846,406.1497308694,0.0652801834,0.0672020891,0.0661446053,0.7985266858,0.1717364841,0.6843912131,-1.3998061938484E-6,-1.449E-6,-1.424E-6,28.6155344559,0.0025564651,0.0026181331,0.0025857413,818.8488121947,-1.0,74322.8866016324,13095.3779535312,0.9883138564,0.9858096828,369.0,594.0,559.0,52.6585819666,60.5122164323,6.058323E-4,6.19589E-4,5.883764E-4,284.434871698,305.2542912747,290.4840628339,0.0101006374,0.0107154325,0.009207588,2.4309609915,1.2810705169,2.7590282812,1.70489403808434E-6,1.53555365100007E-7,9.29190345288084E-7,49.603894131,6.214925E-4,6.899935E-4,2460.5463129587,-1.0,-1.0,-1.0,69452.0908939063,8664.1779838927,1.0,1.0,479.0,506.0
60.2871433447,49.7740390039,0.0012403826,9.731488E-4,9.106299E-4,958.0344424685,939.3109350584,0.1044276535,0.0778296342,0.0780962786,0.2363836405,0.6892527668,0.8538354221,2.51052593894763E-6,3.045E-6,2.62656600287856E-6,105.3608453839,0.0067859088,0.0045856767,0.0043467051,11100.9077400082,2.10284310299648E-5,-1.0,-1.0,-1.0,85688.6562215614,8080.0434030024,0.9634655532,0.9582463466,331.0,404.0,399.0,35.6712271674,6.404633E-4,6.718629E-4,5.993295E-4,1173.5619100138,1093.8169949231,0.0834637182,0.1314649992,0.1293237985,0.7120051272,0.7199297852,0.1869775857,-1.57277345728735E-5,-1.52718113389627E-5,-1.54994688949825E-5,74.2607667244,0.0027172278,0.0034954442,0.0033026052,5514.6614744898,-1.0,85210.4534550823,25884.5675581955,0.9431913116,0.9436090226,381.0,530.0,592.0,72.4371187238,68.0448273317,5.743805E-4,6.143721E-4,5.631271E-4,415.6659368966,415.8223712041,413.8288424183,0.0057382896,0.0068744124,0.0052819463,2.0503036673,1.2915278342,2.7429578027,5.39E-6,8.10235678020593E-6,4.14656979007798E-6,80.7613553663,5.955775E-4,6.035537E-4,6522.3965206082,-1.0,-1.0,-1.0,53988.5084684825,10786.246966052,1.0,1.0,482.0,527.0
42.9705006895,44.807142857,8.981276E-4,9.845963E-4,8.863542E-4,432.3151611511,391.3569960105,0.0851055219,0.068664905,0.0478272692,0.5496882401,1.4949245412,2.1417554276,4.19E-6,3.55290623028619E-6,3.78717773566795E-6,54.8497010351,0.00365845,0.0040103695,0.0035140427,3008.4897036432,1.60830637300933E-5,-1.0,-1.0,-1.0,91667.1077782405,17440.8856603695,0.9228362878,0.9228362878,406.0,472.0,482.0,64.8811068014,9.069467E-4,9.98791E-4,9.156667E-4,1014.5696221365,1003.6747247259,0.1303265442,0.1287091987,0.1296038567,0.5251987358,0.530265546,0.4073987946,-2.46745010456243E-6,-1.20685364408188E-6,-1.79717738089397E-6,136.1314682114,0.0054698002,0.0064837417,0.0061269216,18531.7766373779,-1.0,89767.6180930832,37034.9946085418,0.9519632414,0.9482038429,456.0,679.0,667.0,43.8113608406,44.9302834933,0.0010957606,0.0011006058,0.0010362327,376.4932549622,267.8308163956,273.252553328,0.0510854657,0.054543823,0.0604925665,4.9610227037,1.4772580849,2.8331371157,7.81662911494656E-6,1.31303494705761E-5,1.02948754957221E-5,24.4046010113,0.0037958973,0.0036739492,595.5845505224,-1.0,-1.0,-1.0,101888.608059983,29694.5784103225,0.860125261,0.8987473904,581.0,604.0
68.0958063816,72.1642467245,7.416741E-4,7.216791E-4,6.73756E-4,525.1081707964,541.7452558207,0.0123380067,0.0150989693,0.0134875507,1.0353538524,0.4346604999,0.6001738429,3.58542256640717E-6,4.17421295697073E-6,3.6701215233325E-6,103.3411415242,0.0013398667,0.0013723028,0.0013395812,10679.3915315301,1.88321510940363E-6,-1.0,-1.0,-1.0,98109.1928362431,498.5999623107,1.0,1.0,357.0,449.0,414.0,67.4864552705,8.125407E-4,8.368992E-4,8.08297E-4,595.8669395319,616.8370341157,0.1002686657,0.10435123,0.1052397475,0.3573033594,0.4818314872,0.1406211777,-3.54279592704209E-7,-4.69176597337356E-7,-3.88924486593851E-7,124.565530019,0.0044542447,0.0048097654,0.0049323964,15516.5712689087,-1.0,100454.562845834,41824.9296918012,0.9541093033,0.9520233625,476.0,670.0,659.0,79.3653452461,73.3086225896,0.0011889979,9.884514E-4,0.0011133739,696.5615274222,632.8766109372,664.5603765778,0.0615999126,0.0576057607,0.0588403079,2.3345758365,0.7946208361,1.734401013,3.9432389290909E-6,5.179E-6,4.4372232292155E-6,122.7578475336,0.0040786937,0.0030645029,15069.4891310898,-1.0,-1.0,-1.0,87020.2592888986,32235.9938009643,0.9465408805,0.9916142558,568.0,607.0
68.8062490953,66.7643388041,6.97348E-4,7.116388E-4,6.710331E-4,445.1695976137,440.2587031874,0.0456474669,0.0457228485,0.0456847629,10.1303898747,15.1298496122,12.9622882779,1.75981513523618E-5,2.10207421123064E-5,2.84547740397024E-5,57.0276250739,0.0018187193,0.0018282894,0.0018173448,3252.1500215685,3.34264212191198E-6,-1.0,-1.0,-1.0,71075.6247050247,1434.0970552291,0.9989550679,0.9989550679,332.0,386.0,407.0,86.6173347454,7.402411E-4,8.979533E-4,7.147089E-4,837.583124491,800.4589088997,0.0972814189,0.0966959003,0.0967458917,3.0276372985,0.9866485993,0.7405715315,-5.52132620577502E-7,-3.94150453828894E-7,-4.72558834005851E-7,118.0924429339,0.0045274597,0.0055341568,0.0045172664,13945.8250781039,-1.0,82419.3597329883,30069.1932253681,0.9290187891,0.9331941545,311.0,396.0,582.0,60.8869949597,67.1291894128,6.847582E-4,7.088587E-4,6.663676E-4,318.1748485313,381.7267390261,348.7890689672,0.0421082223,0.0403191166,0.0412067999,2.6629660392,2.7328969205,0.6530412573,5.88352472893758E-6,6.05536856716703E-6,5.89318959717121E-6,56.3629661186,0.0014802824,0.0014280776,3176.7839496825,-1.0,-1.0,-1.0,63083.1971946466,10881.0423867391,0.9989539749,0.9989539749,533.0,557.0
110.408631864,113.4183927321,0.0010536185,9.941802E-4,9.664447E-4,670.3988785691,680.3437373062,0.0617334318,0.0876434677,0.062081734,1.96548959,10.5169163714,12.1573611447,3.75111386525017E-6,3.47514465997278E-6,2.70934886311824E-6,168.7446573033,0.0041272605,0.0042479094,0.0040995613,28474.7593684166,1.80447339228583E-5,-1.0,-1.0,-1.0,100873.621116445,24668.7045044302,0.973876698,0.9832810867,387.0,509.0,415.0,61.0930826378,6.091173E-4,5.76705E-4,5.606406E-4,1006.6991414963,979.1161186817,0.0759099148,0.0668103075,0.0762805492,8.2533198505,0.4848752121,2.2809201025,-3.47332297751643E-7,-3.62415270654585E-7,-3.38204322806808E-7,107.533433559,0.0030089333,0.0026808052,0.0029837063,11563.4393329843,-1.0,78793.7286580059,17468.6884098644,0.9879015436,0.9920734251,367.0,626.0,606.0,44.2284238051,46.7193033999,0.0011192391,0.0011078621,9.984658E-4,655.9231638824,599.1519664822,626.4439293624,0.0984599435,0.0930210003,0.0957346971,5.1306011396,2.4379734393,2.2939687884,4.72333554739074E-6,8.10135166652396E-6,6.029E-6,33.8917208207,0.0047744802,0.0046578635,1148.6487401895,-1.0,-1.0,-1.0,80902.9514106806,22195.8585980677,0.9393305439,0.9089958159,571.0,576.0
41.5342751869,45.7689986242,8.020661E-4,8.857647E-4,8.288103E-4,327.6336755752,348.9431441213,0.0737605324,0.0747052341,0.0746960703,0.521786117,1.3916254407,1.7639876192,2.54535337486831E-5,1.50163139450587E-5,2.15804403107966E-5,43.7245158548,0.0034374451,0.0040774723,0.0040507114,1911.8332867377,1.66257807210148E-5,-1.0,-1.0,-1.0,76897.3813402356,4666.3543741556,0.986415883,0.9843260188,363.0,447.0,431.0,53.7359068741,0.0011260819,0.0012118745,0.0010270867,741.0740985687,742.1542009721,0.1006869632,0.1000129766,0.1003885429,0.6629442373,0.3022754917,0.7789415053,-4.61189337509479E-7,-3.65669162882587E-7,-2.62872780779653E-7,100.0151413634,0.0062709057,0.006886019,0.0060989063,10003.0285019314,-1.0,77743.2752244688,22642.0365776985,0.9745302714,0.9682672234,511.0,712.0,682.0,42.7780280789,35.4692535088,9.111995E-4,8.071665E-4,8.805595E-4,268.7020726341,286.5580035523,167.8807531666,0.0491769927,0.0551542339,0.0491940094,2.5498447494,1.2605549799,2.0149935927,1.5297532295851E-5,9.15445349193375E-6,1.22238606211174E-5,27.3159298342,0.0031468944,0.0022286504,746.1600227074,-1.0,-1.0,-1.0,74760.9226475015,14846.7465969671,0.9811715481,0.9843096234,648.0,653.0
55.456254262,58.5054910398,9.725236E-4,0.0011030862,9.229379E-4,429.5481611525,607.4819846796,0.0496541377,0.0986483134,0.0626732334,1.6192720061,1.2035967266,1.0651214913,1.24417284483159E-5,3.75776470646441E-6,1.20318746210328E-5,59.4231090186,0.0033554939,0.0050165288,0.00380058,3531.1058854391,2.51655610962113E-5,-1.0,-1.0,-1.0,101049.034724893,11142.4873439029,0.9539748954,0.9424686192,374.0,461.0,460.0,40.5267316982,5.255843E-4,5.867003E-4,5.244353E-4,320.8047832354,279.8986705356,0.0698581903,0.0885348054,0.0863920859,0.6443064684,2.4685211689,1.0033285129,-3.84247579850826E-7,-5.6760093986692E-7,-3.4654762637022E-7,30.1349313828,0.0017902697,0.0027422678,0.0027083549,908.1140894474,-1.0,75887.9101063978,10003.0947722633,0.9945788157,0.9899916597,434.0,706.0,722.0,47.9771867326,52.0677488627,8.680075E-4,8.877629E-4,8.307871E-4,276.123254116,348.0856708486,260.8034087749,0.0535723013,0.0629085658,0.0581888686,1.0765534722,0.6657482571,0.9897762076,3.59945723953507E-6,5.07956481916027E-6,6.24052876650084E-6,33.9282643697,0.0026818843,0.00298238,1151.1271231434,-1.0,-1.0,-1.0,78563.5330985292,9581.2761028679,0.9895506792,0.9801462905,512.0,549.0
54.0338952172,51.1871927654,5.807955E-4,5.840247E-4,5.350646E-4,350.9722339504,360.7433214583,0.0131045522,0.0145593149,0.0138316055,2.2054137826,1.8459641148,0.6138993895,6.24126102009772E-6,1.662E-6,3.748E-6,54.3674174751,0.001116829,0.0010579982,0.0010565013,2955.8160829067,1.11936013578709E-6,-1.0,-1.0,-1.0,69730.2484868329,32.7590480789,1.0,1.0,199.0,245.0,294.0,38.8539725533,4.316785E-4,4.435232E-4,3.972773E-4,397.455755548,420.1774041116,0.0524097769,0.0518366624,0.0521226101,1.1251751524,0.2959570761,0.7867898137,-2.39305501814044E-7,-6.9046758476717E-7,-4.60793946580904E-7,45.3404690415,0.0012498289,0.0012602205,0.0012508196,2055.7581328995,-1.0,63450.1894838312,11153.4855885606,0.9995828118,0.9995828118,305.0,442.0,463.0,91.6138436383,100.6303645538,5.583796E-4,8.548601E-4,7.093293E-4,421.8768626145,398.0604873069,407.689152687,0.0106020285,0.0563312487,0.0543629037,0.4992957999,1.1980889551,3.4030146267,7.77126286215298E-6,1.01397785081082E-5,3.93314212476329E-6,90.1320896563,9.118506E-4,0.0025217834,8123.7935858196,-1.0,-1.0,-1.0,43105.1347760548,8937.4841365113,1.0,0.9958246347,284.0,342.0
68.0412454278,75.9838139322,7.478267E-4,7.282355E-4,6.84988E-4,400.2646635254,414.9024250961,0.0587223057,0.0587829872,0.058751239,1.790968283,0.7501406351,1.7325927705,5.19431383834127E-6,3.43375806637332E-6,8.79514027838657E-6,82.5036120856,0.0026666734,0.0025629971,0.002574943,6806.846007168,6.569E-6,-1.0,-1.0,-1.0,74343.4588737197,4379.2649208092,0.9843260188,0.9843260188,287.0,347.0,358.0,36.7952855969,7.458282E-4,7.43122E-4,6.761102E-4,569.7249121924,577.9414530516,0.0747133801,0.0846478756,0.0746931192,0.091854223,0.285886979,0.2188912899,-7.45905355120592E-6,-6.35644202977292E-6,-6.90235493844567E-6,78.4806506147,0.0039671737,0.0039843418,0.0037964788,6159.2125209069,-1.0,77327.6665862982,23676.4061511365,0.9691409508,0.9741451209,470.0,683.0,682.0,37.9747981944,37.7222127753,8.575786E-4,8.907628E-4,8.600476E-4,186.9485345551,156.1932620292,157.196620688,0.078093703,0.0750345746,0.0764948696,1.8206092575,0.1728166377,0.5932456431,7.28090014042734E-6,4.512E-6,4.82986187909545E-6,23.468062766,0.0026720583,0.0031089965,550.749969987,-1.0,-1.0,-1.0,74223.4896239113,14643.5549571051,0.9968619247,0.9958158996,577.0,607.0
