eps,min_sample,n_cluster,silhouette
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.61,3.0,1.0,0.1723177986211326
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
0.63,4.0,1.0,0.17315331324772473
