Horizontal_mean_delta_l,Horizontal_mean_delta_r,Horizontal_mean_delta_m,Horizontal_mean_geschwindigkeit_l,Horizontal_mean_geschwindigkeit_r,Horizontal_mean_geschwindigkeit_m,Horizontal_max_delta_l,Horizontal_max_delta_r,Horizontal_max_delta_m,Horizontal_max_geschwindigkeit_l,Horizontal_max_geschwindigkeit_r,Horizontal_max_geschwindigkeit_m,Horizontal_min_delta_l,Horizontal_min_delta_r,Horizontal_min_delta_m,Horizontal_min_geschwindigkeit_l,Horizontal_min_geschwindigkeit_r,Horizontal_min_geschwindigkeit_m,Horizontal_standardabweichung_delta_l,Horizontal_standardabweichung_delta_r,Horizontal_standardabweichung_delta_m,Horizontal_standardabweichung_geschwindigkeit_l,Horizontal_standardabweichung_geschwindigkeit_r,Horizontal_standardabweichung_geschwindigkeit_m,Horizontal_varianz_delta_l,Horizontal_varianz_delta_r,Horizontal_varianz_delta_m,Horizontal_varianz_geschwindigkeit_l,Horizontal_varianz_geschwindigkeit_r,Horizontal_varianz_geschwindigkeit_m,Horizontal_tendenz_l,Horizontal_tendenz_r,Horizontal_tendenz_m,Horizontal_Kovarianz_blick_x,Horizontal_Kovarianz_blick_y,Horizontal_links_verhaeltnis_x,Horizontal_links_verhaeltnis_y,Horizontal_rechts_verhaeltnis_x,Horizontal_rechts_verhaeltnis_y,Liegende_8_langsam_mean_delta_l,Liegende_8_langsam_mean_delta_r,Liegende_8_langsam_mean_delta_m,Liegende_8_langsam_mean_geschwindigkeit_l,Liegende_8_langsam_mean_geschwindigkeit_r,Liegende_8_langsam_mean_geschwindigkeit_m,Liegende_8_langsam_max_delta_l,Liegende_8_langsam_max_delta_r,Liegende_8_langsam_max_delta_m,Liegende_8_langsam_max_geschwindigkeit_l,Liegende_8_langsam_max_geschwindigkeit_r,Liegende_8_langsam_max_geschwindigkeit_m,Liegende_8_langsam_min_delta_l,Liegende_8_langsam_min_delta_r,Liegende_8_langsam_min_delta_m,Liegende_8_langsam_min_geschwindigkeit_l,Liegende_8_langsam_min_geschwindigkeit_r,Liegende_8_langsam_min_geschwindigkeit_m,Liegende_8_langsam_standardabweichung_delta_l,Liegende_8_langsam_standardabweichung_delta_r,Liegende_8_langsam_standardabweichung_delta_m,Liegende_8_langsam_standardabweichung_geschwindigkeit_l,Liegende_8_langsam_standardabweichung_geschwindigkeit_r,Liegende_8_langsam_standardabweichung_geschwindigkeit_m,Liegende_8_langsam_varianz_delta_l,Liegende_8_langsam_varianz_delta_r,Liegende_8_langsam_varianz_delta_m,Liegende_8_langsam_varianz_geschwindigkeit_l,Liegende_8_langsam_varianz_geschwindigkeit_r,Liegende_8_langsam_varianz_geschwindigkeit_m,Liegende_8_langsam_tendenz_l,Liegende_8_langsam_tendenz_r,Liegende_8_langsam_tendenz_m,Liegende_8_langsam_Kovarianz_blick_x,Liegende_8_langsam_Kovarianz_blick_y,Liegende_8_langsam_links_verhaeltnis_x,Liegende_8_langsam_links_verhaeltnis_y,Liegende_8_langsam_rechts_verhaeltnis_x,Liegende_8_langsam_rechts_verhaeltnis_y,Liegende_8_schnell_mean_delta_l,Liegende_8_schnell_mean_delta_r,Liegende_8_schnell_mean_delta_m,Liegende_8_schnell_mean_geschwindigkeit_l,Liegende_8_schnell_mean_geschwindigkeit_r,Liegende_8_schnell_mean_geschwindigkeit_m,Liegende_8_schnell_max_delta_l,Liegende_8_schnell_max_delta_r,Liegende_8_schnell_max_delta_m,Liegende_8_schnell_max_geschwindigkeit_l,Liegende_8_schnell_max_geschwindigkeit_r,Liegende_8_schnell_max_geschwindigkeit_m,Liegende_8_schnell_min_delta_l,Liegende_8_schnell_min_delta_r,Liegende_8_schnell_min_delta_m,Liegende_8_schnell_min_geschwindigkeit_l,Liegende_8_schnell_min_geschwindigkeit_r,Liegende_8_schnell_min_geschwindigkeit_m,Liegende_8_schnell_standardabweichung_delta_l,Liegende_8_schnell_standardabweichung_delta_r,Liegende_8_schnell_standardabweichung_delta_m,Liegende_8_schnell_standardabweichung_geschwindigkeit_l,Liegende_8_schnell_standardabweichung_geschwindigkeit_r,Liegende_8_schnell_standardabweichung_geschwindigkeit_m,Liegende_8_schnell_varianz_delta_l,Liegende_8_schnell_varianz_delta_r,Liegende_8_schnell_varianz_delta_m,Liegende_8_schnell_varianz_geschwindigkeit_l,Liegende_8_schnell_varianz_geschwindigkeit_r,Liegende_8_schnell_varianz_geschwindigkeit_m,Liegende_8_schnell_tendenz_l,Liegende_8_schnell_tendenz_r,Liegende_8_schnell_tendenz_m,Liegende_8_schnell_Kovarianz_blick_x,Liegende_8_schnell_Kovarianz_blick_y,Liegende_8_schnell_links_verhaeltnis_x,Liegende_8_schnell_links_verhaeltnis_y,Liegende_8_schnell_rechts_verhaeltnis_x,Liegende_8_schnell_rechts_verhaeltnis_y,sacc_horizontal_l,sacc_horizontal_m,sacc_horizontal_r,sacc_langsam_l,sacc_langsam_m,sacc_langsam_r,sacc_rate_horizontal_l,sacc_rate_horizontal_m,sacc_rate_horizontal_r,sacc_rate_langsam_l,sacc_rate_langsam_m,sacc_rate_langsam_r,sacc_rate_schnell_l,sacc_rate_schnell_m,sacc_rate_schnell_r,sacc_schnell_l,sacc_schnell_m,sacc_schnell_r
54.234668139,55.5778899682,54.2348382855,0.0006903546,0.0006987844,0.0006651053,422.2063946112,417.7430866849,419.3901478698,0.0495536757,0.0446307277,0.0447409476,3.781980618,1.6225438232,3.8529972161,6.6616696261935E-06,7.74478663478869E-06,8.5129264496306E-06,67.6213598169,67.851331941,67.7180087324,0.0025335194,0.0023438749,0.0023432349,4572.6483034818,4603.8032461666,4585.728706678,6.41872033075269E-06,5.49374951757604E-06,5.49074981984704E-06,-1,-1,-1,95510.4983801629,8767.4086573156,0.9651898734,0.9651898734,0.9630801688,0.9630801688,17.7638241539,21.7429576604,16.9651100866,0.0005166381,0.0005307705,0.000483388,73.6869816982,245.2538872558,79.0350606398,0.0723810855,0.0715251741,0.0719510576,0.2336773652,0.7697477211,0.2476615139,-3.01311357658631E-07,-7.00379700769294E-07,-4.29573114205946E-07,10.9243522194,13.0384786949,11.0008407024,0.0026938392,0.0025589826,0.002666012,119.3414714131,170.0019266762,121.0184961585,7.25676984131748E-06,6.54839196194248E-06,7.10762010035656E-06,-1,-1,-1,80517.5058666959,19910.1848754509,0.9618288591,0.9618288591,0.9630872483,0.9630872483,34.6836795669,37.1656915994,35.1645369528,0.0006692847,0.000677897,0.0006572386,116.3305354236,115.8204098187,115.4507844878,0.0508324966,0.0507849628,0.0508083177,0.695444032,2.5181303376,1.6623644724,2.50802921771067E-05,1.80508344988452E-05,1.883119041551E-05,18.565120387,16.7986171732,17.3972373144,0.0017078696,0.0017043086,0.001701372,344.6636949853,282.1935389321,302.6638661731,2.9168186143956E-06,2.90466776012785E-06,2.89466666202908E-06,-1,-1,-1,74612.0480581324,15185.6758711552,0.9862869198,0.9862869198,0.9862869198,0.9862869198,195,188,224,168,135,150,0.0487987988,0.047047047,0.0560560561,0.0336336336,0.027027027,0.03003003,0.0550550551,0.0475475475,0.0698198198,220,190,279
83.6094528297,82.3976467303,81.8182162047,0.0012189905,0.0009593307,0.0011120756,720.8250576767,722.7476159247,721.5344322543,0.0871186652,0.0876773298,0.0873975721,1.3080278348,1.399782413,2.5240365761,2.528209782416E-05,1.12620712924669E-05,0.000011786,106.4698364056,109.4822304802,108.1612361132,0.0050485551,0.003914002,0.0050337625,11335.8260642364,11986.3587909228,11698.8529975354,2.54879082559766E-05,1.53194113847248E-05,2.53387651507721E-05,-1,-1,-1,109437.29767243,2727.8713538514,0.9831401475,0.9831401475,0.9894625922,0.9894625922,171.7043266856,176.7023336759,169.7231112142,0.0011244603,0.000925198,0.0008752246,1089.5897750533,1093.3625863771,1074.524638786,0.0743794402,0.0727177322,0.0735483479,0.307753197,1.1095973949,0.6116903192,-5.45110195228264E-07,-5.96424708413701E-07,-5.16057617587307E-07,243.1843316982,242.7415721864,238.6578099346,0.0049752336,0.0041110483,0.0039132827,59138.6191835162,58923.4708675074,56957.5502427703,2.47529489882238E-05,1.69007178940152E-05,1.53137818360619E-05,-1,-1,-1,108685.534165258,64551.3882064875,0.9572685379,0.9572685379,0.952660243,0.952660243,64.7938042569,65.7820289,64.1490478057,0.001027077,0.0008727193,0.0009553206,587.0726505095,634.5167302204,600.0992918855,0.0546511102,0.0508228043,0.0543874372,1.9370465702,0.333407426,3.2274783666,1.35358554488104E-05,9.242879499986E-06,1.06602992845062E-05,96.5928704041,100.3062616368,98.4741406756,0.0033512241,0.0023913562,0.0033379841,9330.1826129061,10061.3461235516,9697.1563817925,1.12307030165195E-05,5.71858437698797E-06,1.11421377342375E-05,-1,-1,-1,95436.9620002142,17787.5566240192,0.9915522703,0.9915522703,0.9957761352,0.9957761352,1133,583,610,1472,824,866,0.2835335335,0.1458958959,0.1526526527,0.2946946947,0.164964965,0.1733733734,0.2987987988,0.1749249249,0.224974975,1194,699,899
54.7692743238,49.8223791955,41.857945515,0.0005855814,0.0006712133,0.0006046377,233.1066609971,200.1339814705,194.4221298576,0.0095139307,0.0610289659,0.0622015382,2.2049649506,1.3760739236,3.6186899094,4.10225487435369E-06,1.12178712244135E-06,2.11730978808307E-06,33.2934375427,33.1272398938,30.8958272216,0.0008035938,0.0020835273,0.0021256559,1108.4529834072,1097.4140229833,954.5521397048,6.45763009752354E-07,4.34108617706099E-06,4.51841298744036E-06,-1,-1,-1,69339.4428790527,222.1996694823,1,1,0.9989473684,0.9989473684,52.4212573647,53.448860264,44.8043893339,0.0005559512,0.0005423868,0.0005039629,169.1534265712,300.1194403273,132.6079345218,0.1054929345,0.0653384923,0.1026085196,4.0372864073,1.0788095974,0.7319044019,-8.70673609198764E-07,-4.6349290611664E-07,-0.000000334,18.2006932602,27.8676830129,21.9454378017,0.0028580266,0.0018414371,0.0027915092,331.2652351529,776.6077565088,481.6022403086,8.16831601058509E-06,3.3908906592821E-06,7.7925235397378E-06,-1,-1,-1,73768.7529980584,15998.0263487623,0.987845767,0.987845767,0.9924559933,0.9924559933,64.2169330106,56.5465720067,53.4341029847,0.0006805455,0.0006733956,0.000640189,139.0448174027,152.2941878241,135.6042701796,0.0072752023,0.0065497493,0.0069124057,1.4116354877,2.1881816786,2.5127346667,1.48761900072507E-05,8.62430469732551E-06,1.17386985920578E-05,26.4060542421,30.5043799186,27.0065734151,0.000594485,0.0005712341,0.0005464199,697.2797006354,930.5171942181,729.3550076249,3.53412444967167E-07,3.26308414295297E-07,2.9857465854248E-07,-1,-1,-1,71476.0765508609,11674.2771605877,1,1,1,1,334,208,293,652,452,802,0.0835835836,0.0520520521,0.0733233233,0.1305305305,0.0904904905,0.1605605606,0.1063563564,0.0780780781,0.1126126126,425,312,450
46.9229135584,47.5488028917,37.1852802777,0.0005695947,0.0005279595,0.0005231254,202.6294073354,250.6286435261,226.6017577626,0.007074394,0.0076979803,0.0072604887,4.5999702876,0.4137027442,0.4481443778,7.53541489101283E-06,4.36223221843887E-06,1.03247487704809E-05,32.930855518,39.5102363235,36.0552705351,0.000662917,0.0006774533,0.0006596558,1084.4412451505,1561.0587743403,1299.9825333578,4.39459015175552E-07,4.58942934536981E-07,4.35145839607594E-07,-1,-1,-1,69949.886807555,13.9865769872,1,1,1,1,34.2991897545,34.0271657622,17.6738045937,0.000449863,0.0004498411,0.00040581,348.7986601336,132.5758918483,115.9709614501,0.0437926698,0.0473275947,0.0455600683,0.2912628309,2.1611138854,0.4912776564,-3.39370412767789E-07,-1.40536307513813E-07,-2.19861530461813E-07,15.2123023394,14.6393549891,13.9263849811,0.0015021432,0.001555502,0.0015030564,231.414142466,214.310714496,193.9441986408,2.25643411612023E-06,2.41958645679841E-06,2.25917841281625E-06,-1,-1,-1,75479.1788034054,13777.390930795,0.9891122278,0.9891122278,0.9882747069,0.9882747069,36.0281365019,42.0846288075,28.2632889404,0.0006709461,0.0006306231,0.0006275884,137.4094204792,98.2267177949,112.0923978655,0.0073610839,0.0048724597,0.0052368191,1.7951310515,0.8943478111,0.7973737916,5.94120276715807E-06,8.31692578447762E-06,0.000007128,19.5224316092,17.8952554689,16.3040262091,0.0004561478,0.0003557869,0.0003751237,381.1253359373,320.2401682961,265.8212706273,2.08070806490452E-07,1.26584314204908E-07,1.40717819911089E-07,-1,-1,-1,71266.8979666039,11936.3855606878,1,1,1,1,186,120,136,188,113,157,0.0465465465,0.03003003,0.034034034,0.0376376376,0.0226226226,0.0314314314,0.0780780781,0.0397897898,0.0618118118,312,159,247
61.1697746005,67.2268630046,63.2286112395,0.0006249469,0.0007407799,0.0006220404,397.8716019784,425.4327837451,402.7277797053,0.0533535756,0.0826267025,0.0533618573,0.4267140385,1.6948932421,1.844160473,5.11512169650125E-06,5.42091966263171E-06,1.8216146272951E-06,78.2362467067,78.2528082379,78.0140462788,0.0023676509,0.003696465,0.0025602146,6120.9102987444,6123.5019971217,6086.1914167925,5.60577068821629E-06,1.36638534136312E-05,6.55469887987852E-06,-1,-1,-1,93085.6704727522,2175.59905475,0.9905263158,0.9905263158,0.9905263158,0.9905263158,58.3556599002,63.8425845316,59.8128514522,0.0004891962,0.0004974098,0.0004656719,556.5449360935,577.8746583996,567.0573773778,0.0565196927,0.0578235746,0.0570001886,0.1670107548,0.3058128343,0.8065707266,-1.02313206317536E-05,-9.89164441490331E-06,-1.00603763270207E-05,99.0725513018,98.4565191396,99.0781159116,0.0022576471,0.0022646969,0.0022579324,9815.3704214527,9693.6861610829,9816.4730525886,0.000005097,5.12885222065881E-06,5.09825876135737E-06,-1,-1,-1,62738.2821432316,12249.3799556752,0.9941348974,0.9941348974,0.9945538333,0.9945538333,31.3255667004,33.7496506876,31.6220950622,0.0007217085,0.0007371055,0.0007087403,85.8946497221,103.7484612003,89.6048376863,0.0643926462,0.0647401599,0.0645608826,0.8654066856,1.173530192,0.1740115436,6.58991219164058E-06,6.84141039888717E-06,6.61252090929525E-06,17.2487731935,18.3390337856,16.9175346692,0.0022956076,0.0024177733,0.002305107,297.5201766808,336.3201601911,286.2029792821,5.26981441182671E-06,5.84562765011486E-06,5.31351824000182E-06,-1,-1,-1,74627.0997992449,13212.6803198298,0.9926160338,0.9926160338,0.9947257384,0.9947257384,197,215,305,415,325,469,0.0492992993,0.0538038038,0.0763263263,0.0830830831,0.0650650651,0.0938938939,0.0820820821,0.0553053053,0.0940940941,328,221,376
43.0103541287,46.3112981118,43.226738036,0.0005895533,0.0005898561,0.0005596964,215.6335566258,191.2701672878,203.0230750089,0.0074936307,0.0078742934,0.0072420356,2.9498364356,1.2146127968,6.1995008913,7.11094756470559E-06,0.000006909,7.00044813652245E-06,37.8573148758,35.6275822226,36.3993246546,0.0007505517,0.0007175517,0.0007296048,1433.1762896086,1269.3246150279,1324.9108353115,5.63327876757682E-07,5.14880497371298E-07,5.32323216449312E-07,-1,-1,-1,80896.6146400661,10.9396899281,1,1,1,1,21.2682337407,31.2323544322,23.8468408583,0.0004477526,0.0004400424,0.000414288,138.3103852856,176.6325399378,141.5632459121,0.0583128479,0.0572620837,0.0577873625,0.7443523057,0.6635332491,0.2629429711,-1.26270816454308E-07,-4.86286137361716E-07,-2.30363693946102E-07,16.5735332231,18.0729577817,16.9427301,0.0017563047,0.00167304,0.0017442019,274.6820034977,326.6318029777,287.0561032419,3.08460620155577E-06,2.79906281674779E-06,3.04224021080806E-06,-1,-1,-1,74505.7730506611,11498.0798164649,0.9958088852,0.9958088852,0.9970662196,0.9970662196,37.0895473929,45.9655562955,39.8038207116,0.0006656478,0.0006662134,0.0006421047,153.5336304515,178.1646826964,165.7731146271,0.0052165943,0.0055701993,0.0053918007,1.2762759608,2.6564385857,1.2323745954,9.23664383542548E-06,7.75943270694606E-06,8.49651422294281E-06,21.3767180843,24.795832201,22.7078321569,0.0005388981,0.0005565495,0.0005237065,456.9640760535,614.8332945377,515.645641268,2.90411209249327E-07,3.09747327940024E-07,2.74268517871337E-07,-1,-1,-1,76273.5327682457,10944.2218787474,1,1,1,1,197,174,196,262,205,260,0.0492992993,0.0435435435,0.049049049,0.0524524525,0.041041041,0.0520520521,0.1043543544,0.0685685686,0.0915915916,417,274,366
80.6440052474,80.9747697204,80.3215174863,0.0007536512,0.0007774691,0.000711175,744.2051051847,734.2650761153,736.0294297998,0.0166148074,0.0135150351,0.014789508,1.4835312178,1.6265322352,3.6777738134,7.010230595044E-06,4.35632278045791E-06,6.19778046823607E-06,108.5437402585,110.900163821,109.6987452293,0.0015133657,0.0014574122,0.0014721125,11781.7435492945,12298.8463355326,12033.8147048834,2.29027582771191E-06,2.12405045157135E-06,2.16711532424007E-06,-1,-1,-1,72330.2197774037,265.5252847602,1,1,1,1,45.2933762119,49.2286547643,44.7181074739,0.0007764916,0.0008392419,0.0007552395,622.9373335094,699.8427712746,660.8161232469,0.0851050827,0.0908594895,0.0879796306,0.8268054009,0.5212241647,0.4178419383,-4.52713111905342E-06,-5.2296369114295E-06,-0.000004877,81.9969646402,78.0851665304,76.371559556,0.0034754886,0.0039325864,0.0038734454,6723.5022102017,6097.293232077,5832.6151090176,0.000012079,1.54652354844039E-05,1.50035794172672E-05,-1,-1,-1,81368.1555479584,19096.0163096205,0.9748638458,0.9748638458,0.969836615,0.969836615,43.8510967651,48.5186168875,44.8679671765,0.0007242517,0.0007413043,0.0006946997,280.6423747736,317.2202509761,296.4598415646,0.0108222846,0.0096613227,0.0102305795,0.2334698753,2.909765349,1.6260491379,1.00356977761189E-05,9.74688006243884E-06,0.000010581,38.6428977704,38.4740952559,38.4861450562,0.0009946705,0.0010409252,0.0010047829,1493.2735480901,1480.2560057633,1481.1833612892,9.89369310147747E-07,1.08352527974988E-06,1.00958874279009E-06,-1,-1,-1,77813.9087798077,11173.9901988016,1,1,1,1,347,314,471,805,607,923,0.0868368368,0.0785785786,0.1178678679,0.1611611612,0.1215215215,0.1847847848,0.1033533534,0.0850850851,0.1336336336,413,340,534
77.774403801,46.1893551059,57.1881170561,0.0008084489,0.0008225694,0.0008119795,724.8358229398,730.6174207417,726.8027041719,0.0956819132,0.096227528,0.095927584,42.9246547104,0.4328949651,16.4860060288,2.12030683659053E-06,4.15207410689639E-06,3.11008053787789E-06,44.7101663743,49.7946705813,47.2927212209,0.0040952978,0.0045428551,0.0044709253,1998.9989772176,2479.5092183018,2236.6014804743,1.67714642092829E-05,2.06375322040107E-05,1.99891730880941E-05,-1,-1,-1,103535.388279826,25113.3935080456,0.8776371308,0.8776371308,0.8765822785,0.8765822785,59.7799207836,31.7451406052,34.7066101543,0.0006071454,0.0005944592,0.0005763489,558.0427975718,620.2333107337,570.6506043776,0.0901538621,0.0878094767,0.0873932374,7.81404942,0.5955776624,0.5540877738,-6.24085880777656E-06,-0.000006136,-6.18643875163567E-06,53.1452920691,28.2052437732,26.9494546813,0.0034262849,0.0038669444,0.0038922467,2824.422069109,795.5357763061,726.2731076171,1.17394284472515E-05,1.4953258954418E-05,1.5149584058272E-05,-1,-1,-1,75589.2853902232,18275.4234829624,0.9710691824,0.9710691824,0.9341719078,0.9341719078,74.2658413021,54.02370457,58.5626006769,0.0010142944,0.0010270474,0.0009813322,334.7012399541,336.9879765765,260.887031637,0.0733633586,0.0740158816,0.0736817498,10.2915773114,0.6098084292,0.1330689002,8.83749108448532E-06,1.37577983362208E-06,8.79378735178512E-06,38.0126904429,41.191375867,37.0367268136,0.0043714036,0.0046593152,0.0044306767,1444.9646347046,1696.7294458189,1371.7191330687,1.9109169359662E-05,2.17092181881141E-05,1.9630896040397E-05,-1,-1,-1,76297.974680228,26352.2358263123,0.9525316456,0.9525316456,0.9451476793,0.9451476793,224,214,199,346,319,315,0.0560560561,0.0535535536,0.0497997998,0.0692692693,0.0638638639,0.0630630631,0.0798298298,0.0750750751,0.0745745746,319,300,298
32.1006859658,32.5514658472,29.6505309451,0.0005455518,0.0005820582,0.0005282414,160.2151341839,180.8879948085,170.5264288498,0.0083468341,0.0078005246,0.0080718865,0.0765032073,0.4773295661,0.5051060584,8.40864865648452E-06,7.00073228358563E-06,7.63592812840296E-06,24.453534119,28.9437380418,27.0890791944,0.0005624449,0.0005793569,0.0005523916,597.9753309112,837.7399718313,733.8182116008,3.163442516152E-07,3.35654448427023E-07,3.05136499386016E-07,-1,-1,-1,69993.6731724816,31.2665916666,1,1,1,1,26.6740293463,25.2515016104,20.8011565033,0.0004267236,0.0004418766,0.0003775595,280.8166542598,257.7403982088,261.1584307301,0.0382855995,0.065841504,0.0390376851,0.1650259586,0.4881053443,0.0195563113,-6.71785688970255E-07,-4.24145008764269E-07,-5.43266137736701E-07,36.5688804209,33.0909659744,35.2115152168,0.0008475718,0.0013814374,0.0008522169,1337.2830152353,1095.012029121,1239.8508038648,7.18377936866919E-07,1.9083694268861E-06,7.26273601599547E-07,-1,-1,-1,67620.9559403836,12301.5202210738,0.9979053205,0.9979053205,0.9987431923,0.9987431923,29.4954803976,27.148201501,26.0108081148,0.0006645094,0.0006582805,0.0006365502,123.9741829417,94.4797511299,106.1961269942,0.0065229888,0.0055813195,0.0060466314,0.5544833202,1.0322153684,0.8973459201,4.48122061346547E-06,3.72268395749881E-06,3.87267872581636E-06,15.6847555461,16.0094597706,14.8683327547,0.000483723,0.0004287224,0.000426477,246.0115565394,256.302802147,221.0673189042,0.000000234,1.83802938720588E-07,1.81882598476297E-07,-1,-1,-1,72243.342730326,11881.5389537653,1,1,1,1,163,132,223,287,163,292,0.0407907908,0.033033033,0.0558058058,0.0574574575,0.0326326326,0.0584584585,0.0920920921,0.0558058058,0.0918418418,368,223,367
37.0038476422,34.7778637713,34.7207934076,0.0004868944,0.0004995082,0.0004718229,175.0413768805,175.39358184,170.416841699,0.0070913826,0.0065761074,0.0068297794,0.5623479226,0.8849615751,1.405365395,3.57027190814463E-06,4.93418366282845E-06,5.64673898890466E-06,27.0902330827,26.3169417082,26.4787000184,0.000490356,0.0004785478,0.000469306,733.8807284737,692.5814208738,701.1215546628,2.40449051432354E-07,0.000000229,2.20248143763697E-07,-1,-1,-1,65195.6359203105,61.9601360293,1,1,1,1,35.8263006177,34.3838307889,32.8794962515,0.0003923667,0.0004024157,0.0003663787,232.4869044151,267.510437128,248.5471202973,0.0509654178,0.050962605,0.0509639932,0.4606759664,0.8676748474,0.4338055724,-2.38543152528886E-07,-3.20638687099177E-07,-0.000000232,34.0117482296,36.8346837701,35.4259051589,0.0014920486,0.0014908067,0.0014892711,1156.7990176352,1356.7939284425,1254.9947563262,2.2262089106912E-06,2.22250464026986E-06,2.21792845110519E-06,-1,-1,-1,62229.1551768864,10671.385340762,0.9991614256,0.9991614256,0.9991614256,0.9991614256,44.7863130893,45.4230287266,43.8961839783,0.0006147738,0.0006216011,0.0005930381,269.8319718285,279.2482898435,273.970250424,0.0060451201,0.0059670847,0.0059234473,0.7254453258,1.4372356624,1.055532791,1.02291616901822E-05,3.99123528651449E-06,6.64921040729252E-06,37.6582487275,38.2840821769,37.9022076672,0.0004693528,0.0004707416,0.000449728,1418.1436972242,1465.6709481261,1436.5773460468,2.20292042204955E-07,2.21597639175569E-07,2.02255262918761E-07,-1,-1,-1,62541.0906092291,10062.0732821132,1,1,1,1,122,103,164,173,132,158,0.0305305305,0.0257757758,0.041041041,0.0346346346,0.0264264264,0.0316316316,0.0628128128,0.0352852853,0.0580580581,251,141,232
72.478763223,92.7614572507,79.9207121267,0.0006345251,0.0006143828,0.0005826193,614.6616232061,584.1526472323,599.199559156,0.012927324,0.0127329075,0.0128294965,0.5933183702,4.6870605631,2.0011389094,6.44638693636692E-06,5.91039536975975E-06,6.15455360316008E-06,114.1563315311,107.087314328,110.9182439014,0.0010238682,0.0010150975,0.0010079565,13031.6680286453,11467.6928899745,12302.8568301773,1.04830602859084E-06,1.0304228675884E-06,0.000001016,-1,-1,-1,100493.753722582,186.6840720353,1,1,1,1,103.5588323439,115.0544712067,105.8971384169,0.0005779137,0.0006515392,0.0005718322,796.2936990551,777.0266111192,786.5298317671,0.0661184145,0.0923968461,0.0824490022,0.3307790435,0.7770264686,0.4103145078,-1.73255109243744E-07,-4.31771597315139E-07,-2.99207174731529E-07,183.8075799003,171.7286691039,178.7744593183,0.0024830907,0.0035285913,0.0033675129,33785.2264288195,29490.7357921889,31960.3073045363,6.16573944380456E-06,0.000012451,1.13401434657237E-05,-1,-1,-1,71708.7832295817,15734.2591551256,0.9945538333,0.9945538333,0.9928780897,0.9928780897,33.9250329465,57.4039441071,39.9214624352,0.0010016491,0.0009665147,0.0009077788,610.2748188718,328.597153395,315.4882713385,0.0831777347,0.0728707919,0.0716949973,0.6814908971,3.2093205222,0.4157522422,3.66938476556085E-06,3.63493093958008E-06,3.65214743902967E-06,44.0054538592,43.5090159882,41.4753840648,0.0044014785,0.0039899587,0.003881769,1936.4799693502,1893.0344722633,1720.2074833208,0.000019373,1.59197700331923E-05,1.50681309323106E-05,-1,-1,-1,78910.420415713,19038.9837677388,0.9831401475,0.9831401475,0.9799789252,0.9799789252,662,285,425,1211,456,874,0.1656656657,0.0713213213,0.1063563564,0.2424424424,0.0912912913,0.174974975,0.2027027027,0.1106106106,0.1629129129,810,442,651
78.2980271207,57.0830969066,65.5790545629,0.0011264552,0.0007770674,0.0008685346,482.4302290372,424.0676325088,442.3914439531,0.0427215046,0.0416203104,0.0417835483,3.5450568994,0.7098520745,0.7923878731,1.36678197215586E-05,8.10990151462789E-06,1.37997774664906E-05,61.9183123502,57.0298236899,57.7115574209,0.0021711347,0.0020234871,0.0020691117,3833.8774042943,3252.400790097,3330.6238599411,4.71382609089059E-06,4.09450000161552E-06,4.28122320839494E-06,-1,-1,-1,81805.678563537,1618.8523824475,0.994720169,0.994720169,0.9926082365,0.9926082365,46.3482237604,34.4882381715,37.9143432869,0.0010066769,0.0005581517,0.0006930581,363.05758005,380.4034424072,353.5242147105,0.078743975,0.0776008323,0.0781701073,0.2645287877,1.1207548711,1.2244222483,-1.26434118871145E-05,-1.27957138361237E-05,-1.27175092469815E-05,33.322406221,18.5050157674,23.7305961425,0.0031858947,0.0022213908,0.0024990817,1110.3827563558,342.4356085533,563.1411932766,1.01499252176317E-05,4.93457707749619E-06,6.24540955910254E-06,-1,-1,-1,86775.6524002178,19960.5224496078,0.9581064097,0.9581064097,0.956849602,0.956849602,67.7869461653,49.8461122406,57.2040072611,0.0014702983,0.0008404909,0.0010633267,271.9886055567,265.4134696447,263.7452735703,0.0778585321,0.0771190428,0.0774854828,0.3053232697,0.3586280388,1.7235203376,3.31966092001911E-06,0.000001646,1.68349082791184E-06,47.8222188613,33.6010240439,38.1040903175,0.0036598055,0.0029568601,0.0031270337,2286.9646168188,1129.0288168006,1451.9216989209,1.33941760387403E-05,0.000008743,9.77833963027499E-06,-1,-1,-1,74302.2243835901,12969.8290800809,0.9947257384,0.9947257384,0.9936708861,0.9936708861,1312,812,736,2689,1504,1065,0.3283283283,0.2032032032,0.1841841842,0.5383383383,0.3011011011,0.2132132132,0.4124124124,0.2745245245,0.2047047047,1648,1097,818
