t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y
10322067856,372.806614558,0,10322071074,1152.97872393,490.613443944,1112.34149683,464.639145619,1132.6601103799999,477.62629478149995,1012.806614558,512.0,141.79423481133617,124.68525201964539,110.2281421262248,3.656659862787039e-08,2.60668866623883e-08,1.5597441559284015e-08,-1,0,-1,0,-1,0
10322082845,365.512287681,0,10322083074,1153.24693849,496.243002169,1117.56029189,462.946734421,1135.40361519,479.59486829499997,1005.512287681,512.0,148.5725749601969,133.87251220048387,122.31507720303321,3.9138500054046496e-08,2.3449302913416624e-08,3.809967886454072e-08,-1,0,-1,0,-1,0
10322100848,358.21571235,0,10322103076,1156.7226221,493.903858188,1119.47978164,470.066261909,1138.10120187,481.98506004850003,998.21571235,512.0,159.53655000336033,143.069377570961,128.30983162273466,1.0471673722198521e-08,9.008605544542895e-09,1.8430675710592914e-08,-1,0,-1,0,-1,0
10322115873,350.891874271,0,10322119077,1156.20594254,497.705946341,1122.38336365,470.843868242,1139.294653095,484.27490729149997,990.891874271,512.0,165.9308926561114,150.97041275819575,137.78185279778157,1.4986541792715146e-08,1.0085434872919492e-08,1.174034571708649e-08,-1,0,-1,0,-1,0
10322133894,343.607946575,0,10322135077,1154.63822728,498.071716316,1127.03336134,471.995271951,1140.83579431,485.03349413349997,983.607946575,512.0,171.59648599086472,159.52363004278806,148.9000599959138,6.288357407884275e-09,6.709853122686364e-09,1.8712612879269674e-08,-1,0,-1,0,-1,0
10322148909,336.308841706,0,10322151077,1154.19524797,502.519374846,1126.31803684,470.222663087,1140.256642405,486.3710189665,976.3088417060001,512.0,178.13886658119142,165.9389225674752,155.71802883511214,1.745962534768841e-08,5.693471077855699e-09,7.466795929889314e-09,-1,0,-1,0,-1,0
10322166893,329.009174723,0,10322167076,1152.66347906,499.980758984,1122.87456245,468.490579694,1137.769020755,484.23566933899997,969.009174723,512.0,184.04718323328981,171.02848794805405,159.89880298408804,1.1583256122981108e-08,1.2807894394210944e-08,1.505875523914829e-08,-1,0,-1,0,-1,0
10322181968,321.711475138,0,10322183076,1026.98735524,500.1199116,1011.99876774,471.83976804,1019.49306149,485.97983982000005,961.711475138,512.0,66.34815011349217,63.370028066480174,64.35569926836446,4.90922659597991e-07,4.6206569872849023e-07,4.3330612143414273e-07,-1,0,-1,0,-1,0
10322199922,314.411105513,0,10322203075,995.247039514,508.120878939,973.188832211,487.880814232,984.2179358625,498.00084658549997,954.4111055129999,512.0,41.01976457684668,32.9305850510826,30.566945252283194,8.184121211831904e-08,9.317714628044823e-08,1.049963989871592e-07,-1,0,-1,0,-1,0
10322218020,307.106660512,0,10322219075,987.501842797,517.159233228,965.896365173,494.111085108,976.699103985,505.635159168,947.106660512,512.0,40.723315672220004,30.269190764197766,25.9435209110257,4.649584949608966e-08,4.1856259181142576e-08,3.7466690668884535e-08,-1,0,-1,0,-1,0
10322232936,299.769050544,0,10322235075,972.020512417,521.928346149,955.802671114,494.720990097,963.9115917654999,508.32466812300004,939.769050544,512.0,33.745056677977765,24.420695343046898,23.572042164621543,6.327835983802775e-08,5.104408052337887e-08,3.9500405582769894e-08,-1,0,-1,0,-1,0
10322250951,292.506904935,0,10322251074,968.495433636,525.339646051,949.714293296,497.149407269,959.1048634660001,511.24452666,932.506904935,512.0,38.381250042548984,26.6086853862466,22.729591256076546,1.9164193143386777e-08,2.1971786305597584e-08,2.560793349691426e-08,-1,0,-1,0,-1,0
10322265959,285.177867278,0,10322267073,960.68209581,526.321433813,941.857321966,497.430739722,951.269708888,511.8760867675,925.177867278,512.0,38.2838570433103,26.092135847617264,22.14650206549903,3.076470363848469e-08,3.070917883555261e-08,3.0714802176443485e-08,-1,0,-1,0,-1,0
10322284048,277.888880533,0,10322287072,951.382698594,525.35168992,931.127667106,504.50006462,941.25518285,514.92587727,917.888880533,512.0,36.05694762487802,23.54877580190827,15.215600567497171,2.3376895354042588e-08,2.6174161281424895e-08,3.2126106228591905e-08,-1,0,-1,0,-1,0
10322298982,270.61352515,0,10322299072,945.533346363,524.959386283,922.47649829,505.974509838,934.0049223265,515.4669480605,910.61352515,512.0,37.247008019167,23.64692772270807,13.30551251973107,4.0711756642891895e-08,5.048904128501664e-08,6.094386465013613e-08,-1,0,-1,0,-1,0
10322317011,263.312733913,0,10322319071,932.900268821,527.056847848,906.960016549,509.777429096,919.930142685,518.417138472,903.312733913,512.0,33.19835672213225,17.81342023488372,4.271123043202399,3.201823660995152e-08,3.595521617239361e-08,3.9943276308643074e-08,-1,0,-1,0,-1,0
10322332012,256.009694222,0,10322335070,919.68291868,530.249756027,898.577700033,508.711125559,909.1303093565,519.480440793,896.009694222,512.0,29.891054703437096,15.103229322408101,4.17269085051758,5.312201822176206e-08,4.23961237202581e-08,3.3011414895691334e-08,-1,0,-1,0,-1,0
10322350014,248.705951864,0,10322351068,910.368998125,534.183305626,890.960130435,498.44702935,900.6645642799999,516.315167488,888.705951864,512.0,31.006235208466506,12.713342651151995,13.739153338896747,3.950396158040899e-08,3.531402346079771e-08,4.994209791591896e-08,-1,0,-1,0,-1,0
10322365030,241.40726858,0,10322367065,900.685821873,535.718876603,880.600568811,493.947004647,890.643195342,514.832940625,881.4072685799999,512.0,30.56546620582427,9.660636404388924,18.07101009165628,3.831193081927078e-08,3.958668539707106e-08,4.41365564858782e-08,-1,0,-1,0,1,0
10322383088,234.105493645,0,10322387062,891.57668207,534.741500827,870.011433838,498.743686264,880.794057954,516.7425935455,874.105493645,512.0,28.677836125591696,8.199334488447588,13.874119055657362,2.291043283954168e-08,2.508892878180683e-08,2.907093127021857e-08,-1,0,-1,0,1,0
10322401052,226.802032368,0,10322403060,879.847506848,529.093167585,858.893480383,507.424935529,869.3704936155,518.259051557,866.802032368,512.0,21.502576182802436,6.7655538999473945,9.136542530588615,5.086561275147952e-08,4.5026014918287907e-08,5.511447374039164e-08,-1,0,-1,0,1,0
